"tipo";"situacao";"data";"hora";"bairro";"endereco";"numero";"complemento";"natureza";"descricao";"auto";"moto";"ciclom";"ciclista";"pedestre";"onibus";"caminhao";"viatura";"outros";"vitimas"
"SEM VÍTIMA";"CANCELADA";NA;21:28:00;"NOVA DESCOBERTA";"AV VEREADOR OTACILIO AZEVEDO";NA;"ENFR AO  RARUS HOTEL";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;07:40:00;"BARRO";"AV CENTRAL";NA;"NA SAÍDA DO TI BARRO, SENTIDO BR";"COLISÃO";"COLISÃO SEM VÍTIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;09:25:00;"CAMPO GRANDE";"RUA HAMILTON RIBEIRO";NA;"AO LADO DO SUPERMERCADO STILO";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;09:46:00;"IMBIRIBEIRA";"RUA ITAJAI";"63";"NA RUA DO MOTEL MILENIO";"COLISÃO";"COL.S/V";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;10:22:00;"PINA";"AV ENGENHEIRO DOMINGOS FERREIRA";"4430";"EM FRENTE A FARMACIA DOS POBRES/ FAIXA DA DIREITA";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;10:47:00;"MADALENA";"AV VISCONDE DE ALBUQUERQUE";"258";"EM FRENTE DO LAÇA BURGUER";"COLISÃO";"COL.S/V";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;11:17:00;"PINA";"RUA IVONETE FERREIRA DA SILVA";"XX";"PRÓXIMO AO DNIT, NA AV. ANTÔNIO DE GÓES";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO, COM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;12:36:00;"MADALENA";"AV VISCONDE DE ALBUQUERQUE";NA;"E/F DO LAÇA BURGUER";"COLISÃO";"COLISAO DE CAMINHAO E AUTO S/V";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;12:38:00;"IMBIRIBEIRA";"RUA OLIVIA MENELAU";"620";"PX A ESCOLA PINHEIROS";"COLISÃO";"COLISAO ENTRE AUTO E CARRETA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;15:24:00;"IMBIRIBEIRA";"RUA JOAO CARDOSO AIRES";NA;"ESTACIONAMENTO DA LOCAVEL";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;16:18:00;"CAXANGÁ";"AV CAXANGA";NA;"E/F DO BARÃO DE LUCENA S/T CAMARAGIBE";"COLISÃO";"COLISAO DE MOTO E AUTO S/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;16:21:00;"AFOGADOS";"RUA DA PAZ";NA;"E/F A A FABRICA DA ASA";"COLISÃO";"COLISAO ENTRE AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"CANCELADA";NA;16:49:00;"CASA AMARELA";"AV NORTE";NA;"SEMAFORO 096";"COLISÃO";"COLISAO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";NA;17:17:00;"SAN MARTIN";"RUA DELMIRO GOUVEIA";NA;"E/F A CHESF";"COLISÃO";"COLISAO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;17:23:00;"CIDADE UNIVERSITÁRIA";"AV PROFESSOR LUIZ FREIRE";NA;"E/F AO COMANDO A POLICIA MILITAR";"COLISÃO";"COLISAO ENTRE AUTO E CAMINHAO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;18:31:00;"BOA VISTA";"RUA DOM BOSCO";NA;"EM FRENTE AO QUARTEL, E O SANTA JOANA, SEMAFORO 401";"COLISÃO";"AUTO E CAMINHAO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;18:48:00;"ENCRUZILHADA";"AV JOAO DE BARROS";NA;"EM FRENTE A BIG BEN";"COLISÃO";"COLISAO ENTRE AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;18:53:00;"CABANGA";"RUA NOVA DA CABANGA";NA;"ENFR A COMPESA PROX A LOMBADA ELETRONICA";"COLISÃO";"AUTO E ONIBUS BORBOREMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;19:32:00;"TORRE";"RUA JOSE BONIFACIO";NA;"APOS O VIA DUTO DO CARREFOUR, SENTIDO AFOGADOS EM FRENTE AO POSTO SHELL, SEMAFORO 487";"COLISÃO";"AUTO E CAMINHAO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;19:40:00;"MACAXEIRA";"AV DA RECUPERACAO";NA;"DENTRO DO TI MACAXEIRA";"COLISÃO";"AUTO E ONIBUS BORBOREMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;20:51:00;"AFLITOS";"AV CONS ROSA E SILVA";NA;"SEMAFORO 459, AO LADO DO BOMPREÇO";"COLISÃO";"COLISAO ENTRE AUTO E ONIBUS DA CAXANGA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;21:02:00;"TEJIPIÓ";"AV DR JOSE RUFINO";"3107";"EM FRENTE AO ARMAZEM CORAL, SENTIDO JABOATAO";"COLISÃO";"COLISAO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";NA;07:28:00;"CORDEIRO";"AV GENERAL SAN MARTIN";"533";"EM FRENTE AO CAPÃO DO MATUTO CHURRASCARIA E PIZZARIA";"COLISÃO";"COLISÃO COM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;07:58:00;"DERBY";"RUA AMAURI DE MEDEIROS";"53";"EM FRENTE A CLINICA JOSE ROCHA DE SÁ";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;08:58:00;"AFOGADOS";"AV SUL";"2144";"E/F HULK SERVIÇOS DE SOLDA";"COLISÃO";"SEM VÍTIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;10:10:00;"SÃO JOSÉ";"RUA BARAO DA VITORIA";"295";"EM FRENTE A OFICINA MOTO RECIFE";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;11:08:00;"MADALENA";"EST DOS REMEDIOS";"2294";"E/F A NAGEM, SENTIDO TORRE";"COLISÃO";"SEM VÍTIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;12:27:00;"IPSEP";"RUA PROFESSOR JOSE VICENTE";"18";"PROX PRIMECAR LOJA DE VEICULOS E PROX AO CANAL";"COLISÃO";"MOTO E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;12:28:00;"BONGI";"AV GENERAL SAN MARTIN";NA;"E/F DO ANTIGO DOM BOSCO FACULDADE  ESTACIO";"COLISÃO";"COLISAO DOIS AUTOS S/V";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;12:39:00;"PINA";"AV ANTONIO DE GOES";NA;"PROX A PORTO SEGURO E ENFR A SILVIA AMERICA";"COLISÃO";"AUTO X CAMINHAO CARROCERIA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;13:31:00;"SAN MARTIN";"AV GENERAL SAN MARTIN";NA;"ENFR AO BAR DO REGES PROX AO RESTAURANTE XODO NORDESTINO";"COLISÃO";"TAXI E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;15:08:00;"BEBERIBE";"AV BEBERIBE";"3530";"E/F O PREDIO DA INOCOP";"COLISÃO";"COLISAO DE ONIBUS E AUTO S/V";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;15:41:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"654";"PROX AO ARMAZEM CORAL E HYUNDAI SENTIDO CIDADE";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;16:17:00;"GRAÇAS";"RUA CONS PORTELA";"102";"PROX. DO BOMPREÇO E POSTO DE GASOLINA TOTAL";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;17:06:00;"CORDEIRO";"AV CAXANGA";"1335";"PROX A IGREJA DO CORDEIRO E SUPERMERCADO STTYLLO SENTIDO RECIFE";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";NA;18:05:00;"IPSEP";"RUA SALDANHA";"375";"RUA SALDANHA MARINHO ENFR AO BAR DO GANHAMUM";"COLISÃO";"ONIBUNS VERA CRUZ E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;18:11:00;"TORRE";"RUA PADRE ANCHIETA";"256";"PROX. A PADARIA MASSA NOBRE";"COLISÃO";"AUTO E CAMINHAO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;18:19:00;"BONGI";"AV ENGENHEIRO ABDIAS DE CARVALHO";"1835";"AO LADO DOS CORREIOS, ANTES DO CRUZAMENTO COM GENERAL SAN MARTIM, SENTIDO SEASA";"COLISÃO";"AUTO E ONIBUS DA METROPOLITANA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;18:47:00;"TAMARINEIRA";"RUA CONEGO BARATA";NA;"ENFR AO DENOCS";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;19:17:00;"ENCRUZILHADA";"AV JOAO DE BARROS";NA;"EM FRENTE O BRADESCO SENTIDO ESPINHEIRO";"COLISÃO";"AUTO E ÔNIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;19:58:00;"MADALENA";"RUA BENFICA";NA;"NA SAIDA DO TUNEL CHICO SCIENCE, EM FRENTE AO GIRADOURO, SENTIDO  A CASA DE EVENTOS BLUE ANGEL";"COLISÃO";"AUTO E ONIBUS DA STAR TURISMO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;22:17:00;"CASA AMARELA";"EST DO ARRAIAL";"4064";"APOS O MERCADO PUBLICO, EM FRENTE A ESCOLA DOM VITAL";"COLISÃO";"AUTO E MICRO ONIBUS INTERBAIRROS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;02:30:00;"PORTO DA MADEIRA";"AV BEBERIBE";NA;"PROX DA ARENA SHOW BAR";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;12:02:00;"IBURA";"AV DOIS RIOS";"106";"EM FRENTE A AUTO ESCOLA PILOTO";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;15:07:00;"AFOGADOS";"RUA SAO MIGUEL";NA;"E/F AO QUARTEL DO EXERCITO";"COLISÃO";"ENTRE UM AUTO EUMA VIATURA";"1";NA;NA;NA;NA;NA;NA;"1";NA;"0"
"COM VÍTIMA";"CANCELADA";NA;16:34:00;"CAMPO GRANDE";"RUA DR MACHADO";"SEMAFORO 565";"PROXIMO A PADARIA SANTO ANTONIO";"COLISÃO";"ENTRE UMA MOTO E UM AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;19:42:00;"BOA VIAGEM";"RUA BARAO DE SOUZA LEAO";"454";"APOS O MAR HOTEL PROX. DA PADARIA MARIPAN";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;19:58:00;"CORDEIRO";"RUA TIJUCA";NA;"SEMAFORO 422, PROX. AO CAMARAO DE LEO";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;22:08:00;"VÁRZEA";"RUA VALE DO SIRIJI";"147";"NA SUBIDA DA UR-7 NO MEIO DA LADEIRA E FRENTE DA METALUGICA IK";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;22:21:00;"GRAÇAS";"AV RUI BARBOSA";"715";"EM FRENTE AO COLEGIO AGNES";"COLISÃO";"AUTO E ONIBUS DA GLOBO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;08:16:00;"AFOGADOS";"RUA CARLOS PENA FILHO";"12";"CHINA BOX";"COLISÃO";"COL.S/V SET.IPIRANGA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;09:27:00;"BOA VIAGEM";"AV ENGENHEIRO DOMINGOS FERREIRA";NA;"EM FRENTE A FARMACIA INDEPENDENTE";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;12:02:00;"SANTO AMARO";"AV GOVERNADOR AGAMENON MAGALHAES";"501";"NO SEMAFORO 049, EM FRENTE DO POSTO DE GASOLINA DISLUB SENT. OLINDA";"COLISÃO";"MOTO EAUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;13:04:00;"BOA VIAGEM";"RUA COSMORAMA";"79";"ENTRE O POSTO BR E O NUCLEO DE POLICIA";"COLISÃO";"COLISAO DE AUTO E MOTO S/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;14:50:00;"MADALENA";"RUA JOSE OSORIO";"346";"EM FRENTE AO RM RECIFE MERCANTIL";"COLISÃO";"CAMONHAO E AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;15:21:00;"GRAÇAS";"AV RUI BARBOSA";NA;"EM FRENTE A CAPELA DO COLEGIO DAMAS";"COLISÃO";"CAMINHAO E AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;15:24:00;"DERBY";"AV GOVERNADOR AGAMENON MAGALHAES";NA;"EM FRENTE AO HR, SENTIDO BOA VIAGEM, SEMAFORO 174";"COLISÃO";"AUTO E ONIBUSDA BORBOREMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;16:31:00;"SÃO JOSÉ";"RUA IMPERIAL";"1813";"EM FRENTE A ANTIGA FABRICA DE CAFE E OFICINA DO PENINHA";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"EM ATENDIMENTO";NA;16:59:00;"TORRE";"RUA MARQUES DE MARICA";"243";"NO SEMAFORO 317, PROX. DA PRAÇA DA TORRE";"COLISÃO";"VIATURA DA PM E AUTO";"1";NA;NA;NA;NA;NA;NA;"1";NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;19:18:00;"JOANA BEZERRA";"AV BEIRA RIO";NA;"APOS O FORUM, SENTIDO CIDADE, EM FRENTE A ACADEMIA DA CIDADE, PROX. AO RETORNO DO COQUE";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;05:48:00;"ILHA DO LEITE";"RUA FRANCISCO ALVES";NA;"PRÓXIMO AO HOSPITAL HOPE, SENTIDO BOA VIAGEM";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO COM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;08:50:00;"TAMARINEIRA";"AV NORTE";NA;"NO SEMÁFORO 062";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;09:33:00;"AREIAS";"AV RECIFE";"XX";"EM FRENTE AO RESIDENCIAL INÊS ANDREAZZA";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;10:52:00;"BAIRRO DO RECIFE";"AV MILITAR";NA;"EM FRENTE DO POSTO SHELL ANTES DA PONTE DO LIMOEIRO";"COLISÃO";"COL.S/V SET.SUB";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;11:38:00;"AREIAS";"AV RECIFE";NA;"EM FRENTE AO HIPER / SENTIDO BR";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;11:43:00;"SÃO JOSÉ";"C SANTA RITA";NA;"NO SEMAFORO N076";"COLISÃO";"COL.S/V";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;12:38:00;"BOA VIAGEM";"AV BOA VIAGEM";"5450";"PROX A PRACINHA BOA VIAGEM/ ATLANTIC PLAZA";"COLISÃO";"01 ONIBUS EMPRESA BORBOREMA 01 AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;12:49:00;"BOA VIAGEM";"RUA MAMANGUAPE";"255";"AO LADO DO CARREFOOUR";"COLISÃO";"MOTO E AUTO PASSEIO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;13:34:00;"BOA VIAGEM";"AV BOA VIAGEM";NA;"ENTRE O PARQUE DONA LINDÚ E O PLAZA HOTEL";"COLISÃO";"COLISAO DE ONIBUS DA BORBOREMA E AUTO S/V";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;14:06:00;"SANTO AMARO";"AV CRUZ CABUGA";NA;"EM FRENTE AOS CORREIOS / SENT CIDADE";"COLISÃO";"ONIBUS E TAXI";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;14:33:00;"CORDEIRO";"AV GENERAL SAN MARTIN";"588";"EM FRENTE A IGREJA PENTECOSTAL";"COLISÃO";"MOTO E AUTO PASSEIO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"SEM VÍTIMA";"FINALIZADA";NA;16:56:00;"ÁGUA FRIA";"AV BEBERIBE";NA;"E/F DO MERCADO DE AGUA FRIA";"COLISÃO";"COLISAO DE ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;17:46:00;"SANTO ANTÔNIO";"AV GUARARAPES";"250";"EM FRENTE DOS CORREIOS E FACULDADE JOAQUIM NABUCO";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;21:47:00;"ENCRUZILHADA";"AV BEBERIBE";"565";"ENF ACADEMIA YES FITNESS";"COLISÃO";"VT DA  POLICIA E AUTO";"1";NA;NA;NA;NA;NA;NA;"1";NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;21:49:00;"PINA";"AV HERCULANO BANDEIRA";"591";"EM FRENTE A FARMACIA DO TRABALHADOR";"COLISÃO";"AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"CANCELADA";NA;08:10:00;"ARRUDA";"RUA DO TRIUNFO";"123";"EM FRENTE AO MERCADINHO DO ARRUDA";"COLISÃO";"COLISÃO COM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";NA;08:39:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";NA;"NA SAÍDA DO TÚNEL, SENTIDO AFOGADOS";"COLISÃO";"SEM VÍTIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;11:35:00;"APIPUCOS";"RUA DOIS IRMAOS";NA;"EM FRENTE AO AÇUDE DE APIPUCOS";"COLISÃO";"SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;15:47:00;"IBURA";"RUA RIO TAPAJOS";"79";"ESQUINA DO POSTO DA RUA DO RIO XINGÚ";"COLISÃO";"COLISAO DE ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;21:49:00;"AFOGADOS";"RUA SAO MIGUEL";NA;"ENF A CASA DE EVENTO UNI DUNI TE";"COLISÃO";"TAXI E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;23:30:00;"CORDEIRO";"AV GENERAL SAN MARTIN";"624";"EM FRENTE DO POSTO DE GASOLINA TOTAL, NO SEMAFORO 067 SENT. CIDADE";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"COM VÍTIMA";"FINALIZADA";NA;23:43:00;"CAMPO GRANDE";"RUA ODORICO MENDES";"XX";"PROX. DO SUPERMERCADO STILO, NA RUA DO CLUBE DAS PAZ";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;00:26:00;"TAMARINEIRA";"EST DO ARRAIAL";NA;"EM FRENTE AS CASAS JOSÉ ARAÚJO";"COLISÃO";"COLISÃO ENTRE CAMINHÃO E AUTO SEM VÍTIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;17:38:00;"VÁRZEA";"RUA SABIA";NA;"PROX A ASSOCIÇÃO DE MORADORES DO UR07";"COLISÃO";"01 AUTO 01 MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;07:49:00;"BOA VISTA";"RUA DO SOL";NA;"EM  FRENTE AO TEATRO  SANTA ISABEL";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;08:48:00;"SÃO JOSÉ";"RUA IMPERIAL";NA;"ENTRE A SEDE  DO GALO E O POSTO DE GASOLINA BR";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;09:39:00;"SANTO AMARO";"AV NORTE";"880";"EM FRENTE AO CENTRO DA JUVENTUDE DE SANTO AMARO";"COLISÃO";"SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;12:14:00;"SAN MARTIN";"AV GENERAL SAN MARTIN";"1449";"EM FRENTE A FACULDADE ESTACIO E A CHESF";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;13:42:00;"IPSEP";"RUA BEZERRA DE CARVALHO";"90";"AO LADO DO CANAL ROBERT KENNEDY";"COLISÃO";"01 CAMINHÃO 01 AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;14:41:00;"CORDEIRO";"RUA CONS THEODORO";NA;"E/F DO HSBC S/T CAMARAGIBE";"COLISÃO";"COLISAO DE DOIS AUTOS S/V";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;15:33:00;"ESPINHEIRO";"RUA QUARENTA E OITO";NA;"ESQUINA COM CONSELHEIRO PORTELA";"COLISÃO";"01 AUTO 01 ONIBUS EMPRESA CAXANGÁ";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;16:43:00;"CASA AMARELA";"EST DO ARRAIAL";"4145";"APOS O MERCADO DE CASA AMERELA E EESCOLA DOM VITAL SENT. APIPUCOS";"COLISÃO";"AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;16:51:00;"CASA AMARELA";"RUA DA HARMONIA";NA;"SEMAFORO 435, EM FRENTE A PADARIA PORTO DOS PAES";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;17:49:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";NA;"EM FRENTE AO ESTACIONAMENTO DO AEROPORTO, ANTES DO VIA DUTO, SENTIDO CIDADE, EM FRENTE AO UM OUTRO ESTACIONAMENTO CHAMADO EFRA PARQUE";"COLISÃO";"AUTO E REBOQUE DE UMA MOTO";"1";NA;NA;NA;NA;NA;NA;NA;"1";"0"
"SEM VÍTIMA";"FINALIZADA";NA;17:59:00;"BARRO";"AV DR JOSE RUFINO";"1670";"EM FRETE AO TRIBUNAL REGEONAL ELEITORAL, SEMAFORO 557";"COLISÃO";"AUTO E ONIBUS DA METROPOLITANA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
